group,od_source,match_rate_mean,match_rate_min,match_rate_max,match_rate_std,match_rate_cv,Distance_JSD_mean,Distance_JSD_min,Distance_JSD_max,Distance_JSD_std,Distance_JSD_cv,Radius_JSD_mean,Radius_JSD_min,Radius_JSD_max,Radius_JSD_std,Radius_JSD_cv,Duration_JSD_mean,Duration_JSD_min,Duration_JSD_max,Duration_JSD_std,Duration_JSD_cv,Distance_gen_mean_mean,Distance_gen_mean_min,Distance_gen_mean_max,Distance_gen_mean_std,Distance_gen_mean_cv,Hausdorff_km_mean,Hausdorff_km_min,Hausdorff_km_max,Hausdorff_km_std,Hausdorff_km_cv,DTW_km_mean,DTW_km_min,DTW_km_max,DTW_km_std,DTW_km_cv,EDR_mean,EDR_min,EDR_max,EDR_std,EDR_cv
vanilla,train,85.76612903225806,85.76612903225806,85.76612903225806,0.0,0.0,0.02166152486211892,0.02166152486211892,0.02166152486211892,0.0,0.0,0.0034100237598768757,0.0034100237598768757,0.0034100237598768757,0.0,0.0,0.02370202844697565,0.02370202844697565,0.02370202844697565,0.0,0.0,6.675732622253349,6.675732622253349,6.675732622253349,0.0,0.0,0.9959339177452162,0.9959339177452162,0.9959339177452162,0.0,0.0,29.025255214119095,29.025255214119095,29.025255214119095,0.0,0.0,0.5051707461343656,0.5051707461343656,0.5051707461343656,0.0,0.0
distilled,train,53.54911130747852,17.705199828104856,89.39302278685219,35.84391147937366,66.93651977445198,0.08113501354948882,0.01780181446815138,0.14446821263082626,0.06333319908133744,78.05902323872412,0.1003694421928833,0.0028144833822870015,0.19792440100347958,0.09755495881059628,97.1958762340451,0.019215617348694675,0.017896905865542212,0.020534328831847134,0.001318711483152461,6.86270682446766,4.434427088253814,2.4275211425810435,6.441333033926585,2.006905945672771,45.25738964090283,0.7389644429040829,0.5063591111091471,0.9715697746990188,0.23260533179493587,31.47720218862112,18.01166518586855,7.674134244984469,28.349196126752638,10.337530940884085,57.39353265901602,0.5051630817148288,0.5039132680248487,0.5064128954048089,0.001249813689980117,0.24740796293693793
