scenario,od_source,distilled_match_rate,distilled_match_rate_cv,distilled_Distance_JSD,distilled_Distance_JSD_cv,distilled_Radius_JSD,distilled_Radius_JSD_cv,distilled_Duration_JSD,distilled_Duration_JSD_cv,distilled_Distance_gen_mean,distilled_Distance_gen_mean_cv,distilled_DTW_km,distilled_DTW_km_cv,distilled_EDR,distilled_EDR_cv,vanilla_match_rate,vanilla_match_rate_cv,vanilla_Distance_JSD,vanilla_Distance_JSD_cv,vanilla_Radius_JSD,vanilla_Radius_JSD_cv,vanilla_Duration_JSD,vanilla_Duration_JSD_cv,vanilla_Distance_gen_mean,vanilla_Distance_gen_mean_cv,vanilla_DTW_km,vanilla_DTW_km_cv,vanilla_EDR,vanilla_EDR_cv,delta_match_rate,delta_Distance_JSD,delta_Radius_JSD,delta_Duration_JSD,delta_Distance_gen_mean,delta_DTW_km,delta_EDR
city_center,train,87.51247228381374,2.4529287874709045,0.028809848134876328,5.1056658511003326,0.0140864713976364,0.5747670706580212,0.0218166714570522,2.922414409559153,6.571034732488009,1.354204763664665,28.998038454254075,2.343214729554553,0.5175131361774621,1.0134582369631921,4.316546762589928,0.0,0.20632322592832325,0.0,0.2707518979596113,0.0,0.020232593804575212,0.0,2.1061528936212586,0.0,12.78627581925544,0.0,0.5662290500644538,0.0,83.19592552122381,-0.17751337779344692,-0.2566654265619749,0.0015840776524769888,4.46488183886675,16.211762634998635,-0.0487159138869917
from_center,train,83.157027707531,5.072797442565391,0.05725971215688578,4.5471004227116785,0.04045668386754653,0.36307271279134107,0.02449073791461865,3.5951464453788993,8.270689320339894,2.4007252164031927,40.08574325021467,7.641068538771172,0.5821488165962998,1.1573327787381842,2.6132404181184667,0.0,0.2999885243670354,0.0,0.35946778635641036,0.0,0.020721378463472558,0.0,2.199836452825166,0.0,27.06171383910088,0.0,0.6937431331945375,0.0,80.54378728941253,-0.2427288122101496,-0.31901110248886383,0.0037693594511460926,6.070852867514728,13.02402941111379,-0.11159431659823771
off_peak,train,86.43530560830764,2.228544633132599,0.022224796994231417,9.177258931269954,0.006905581911525099,8.92840086655991,0.019260890957801598,6.998340279911722,6.607803487617369,1.372230181399065,29.34037552052955,0.9489295505838642,0.499927924286667,0.35543988805266974,6.707162743609213,0.0,0.14840071500777946,0.0,0.20118888517880446,0.0,0.01561844869346847,0.0,2.443033685761398,0.0,10.516683304263651,0.0,0.5336604901182493,0.0,79.72814286469843,-0.12617591801354805,-0.19428330326727936,0.0036424422643331275,4.164769801855972,18.823692216265897,-0.03373256583158235
peak,train,86.45833333333333,3.01204819277109,0.04321778495980894,20.886874306404753,0.029366783382041406,1.6428208779293536,0.04380515666119007,6.550234593033277,6.288855002128276,4.171492973089829,25.93741997027241,10.910165561601055,0.4961449979025946,0.24187290105356982,6.910569105691057,0.0,0.1724444697692416,0.0,0.22391989845122912,0.0,0.03642647142942142,0.0,2.342483254864845,0.0,9.45800619625885,0.0,0.4999312664481934,0.0,79.54776422764228,-0.12922668480943267,-0.1945531150691877,0.007378685231768656,3.946371747263431,16.47941377401356,-0.0037862685455988254
suburban,train,85.86806755003371,2.296409469314564,0.022606097133396598,13.34374318382442,0.008141192456012279,5.461319123801749,0.02458524700584147,6.4620758741327045,6.551662429866228,2.0257592600758376,28.71339668754152,0.2086532822865868,0.48920185450039716,0.17268496786420087,8.172114743162108,0.0,0.12809957791439733,0.0,0.17471511763738667,0.0,0.018691240208267325,0.0,2.6048313236427245,0.0,9.573435163106147,0.0,0.5152995989738925,0.0,77.6959528068716,-0.10549348078100074,-0.1665739251813744,0.005894006797574146,3.9468311062235037,19.13996152443537,-0.026097744473495388
to_center,train,88.91213389121339,2.823529411764708,0.05867373111019783,4.041742781763679,0.038628863887992755,1.866059794427888,0.028364101825622812,5.611175211967061,7.413771047707417,2.8392131066894075,34.43110373842985,5.391626454295693,0.5589426457072078,0.04832654586808712,3.532008830022075,0.0,0.2503958751341762,0.0,0.3132842406460649,0.0,0.024010398682212955,0.0,2.476743144779921,0.0,17.206623007653683,0.0,0.5787898644306206,0.0,85.38012506119131,-0.19172214402397839,-0.27465537675807217,0.004353703143409857,4.937027902927497,17.224480730776165,-0.019847218723412885
weekday,train,86.3101901995121,2.4960506270325977,0.021889882685090015,10.905920741605188,0.006918162567414044,2.1919386429546166,0.022765175375223178,7.145910808628281,6.562201878366591,1.938059533626718,28.453931279830456,1.232772588685958,0.5016164293442351,0.36804946240224523,6.451612903225806,0.0,0.15066394659889015,0.0,0.20179676574877306,0.0,0.018278474825662742,0.0,2.442191208435959,0.0,10.063864667359628,0.0,0.527390600520319,0.0,79.8585772962863,-0.12877406391380014,-0.19487860318135902,0.004486700549560435,4.1200106699306325,18.39006661247083,-0.025774171176083938
weekend,train,86.8845120859445,1.8031942297784584,0.03747269633575859,8.802350680318051,0.02123411965720371,12.829082627563924,0.02196672999409231,5.917038847811856,6.545863594424007,1.2643279444068458,30.058001726222088,0.990316806616867,0.4917021876169496,0.07760963643863648,7.728119180633147,0.0,0.16357232075393185,0.0,0.21599805257185242,0.0,0.017194585497228923,0.0,2.377317812819305,0.0,11.010621119724592,0.0,0.5258594130245041,0.0,79.15639290531135,-0.12609962441817327,-0.19476393291464872,0.004772144496863386,4.168545781604702,19.047380606497498,-0.0341572254075545
within_center,train,90.38187855787476,0.06560818790185338,0.044366693559171486,4.850887740640652,0.039786200267522547,4.9306879934100705,0.02156197192790777,2.2198872419295452,4.485013228694961,1.9899593747541446,16.40425888551905,9.146535844713528,0.4367478022738993,0.9140449314431194,6.29800307219662,0.0,0.19271193514466728,0.0,0.23781734622549114,0.0,0.021032194245433983,0.0,1.7639068443980608,0.0,6.0039633118255935,0.0,0.5159032339499316,0.0,84.08387548567813,-0.14834524158549578,-0.19803114595796859,0.0005297776824737879,2.7211063842969003,10.400295573693455,-0.07915543167603234
