group,od_source,match_rate_mean,match_rate_min,match_rate_max,match_rate_std,match_rate_cv,Distance_JSD_mean,Distance_JSD_min,Distance_JSD_max,Distance_JSD_std,Distance_JSD_cv,Radius_JSD_mean,Radius_JSD_min,Radius_JSD_max,Radius_JSD_std,Radius_JSD_cv,Duration_JSD_mean,Duration_JSD_min,Duration_JSD_max,Duration_JSD_std,Duration_JSD_cv,Distance_gen_mean_mean,Distance_gen_mean_min,Distance_gen_mean_max,Distance_gen_mean_std,Distance_gen_mean_cv,Hausdorff_km_mean,Hausdorff_km_min,Hausdorff_km_max,Hausdorff_km_std,Hausdorff_km_cv,DTW_km_mean,DTW_km_min,DTW_km_max,DTW_km_std,DTW_km_cv,EDR_mean,EDR_min,EDR_max,EDR_std,EDR_cv
distilled,train,65.92898222340915,0.0,99.9395526899053,46.610980014964305,70.69877077279425,0.2277724654136012,0.0037210642096418426,0.6929457916586654,0.3160849425736117,138.77223570445534,0.21476651861607124,0.002591492478727117,0.6912679172222452,0.29975702174312563,139.5734417425596,0.09773042690391268,0.016118751358575847,0.3206593130993212,0.11429313083364996,116.94733611060711,175.80230772012476,5.603169217925469,829.7747292764636,253.9090514914748,144.4287363370082,13.668960140301955,0,49.50754234909054,20.92237618744138,153.06487086573063,167.6091232823759,0,656.2903263105122,249.93446075634213,149.11745605593939,0.5665397925071611,0,0.96,0.26292305411820854,46.40857669585233
vanilla,train,59.633195344094894,0.0,99.6977634495265,48.674552360464766,81.62325040542156,0.27291310845408634,0.003997084864288642,0.6929457916586654,0.3292085819540738,120.62761800591868,0.25903224686806925,0.0022974024107019686,0.691715442748854,0.31449197596472334,121.4103571146881,0.09667434796652591,0.01692367962940231,0.24542830204391589,0.10062263867082549,104.08411412887595,210.78722225068867,5.615170917552286,763.2598204459838,260.70432882307773,123.68127728018675,14.353212742632,0,49.150384609812285,20.941736772363853,145.9027825189449,228.57780528856807,0,898.9454375092491,344.1831246627849,150.5759162523548,0.5582303282302481,0,0.9710144927536232,0.2944067452024745,52.73929600633294
